iter	RMSE
223	0.07917763905
224	0.07900305153
225	0.07867763457
226	0.07856971534
227	0.07851663443
228	0.07849305375
229	0.07833650531
230	0.07829335431
231	0.07821587748
232	0.07817201711
233	0.0781405258
234	0.07795700043
235	0.07780369097
236	0.07773188641
237	0.07754494871
238	0.07750521526
239	0.07746814241
240	0.07737215234
241	0.07734861382
242	0.0772057047
243	0.0770458475
244	0.07700630402
245	0.07671774691
246	0.07663730269
247	0.07645071916
248	0.07634712202
249	0.07630658797
250	0.07626938115
251	0.07622938053
252	0.07607081913
253	0.0759555203
254	0.07593409808
255	0.07590460631
256	0.07587368285
257	0.0758122243
258	0.07577639502
259	0.07569207239
260	0.0756594717
261	0.07551689604
262	0.07536419505
263	0.07525372543
264	0.07519540744
265	0.07516182097
266	0.07502608182
267	0.07492690023
268	0.07481000961
269	0.07470695559
270	0.07431027713
271	0.07421965877
272	0.07384910667
273	0.07377721433
274	0.0734314304
275	0.07338516946
276	0.07335848145
277	0.07332654061
278	0.07319037374
279	0.07314284572
280	0.07310760198
281	0.07296293068
282	0.07293662256
283	0.07284687118
284	0.07270564321
285	0.07265349699
286	0.07254492832
287	0.07243865338
288	0.07230965128
289	0.07220113347
290	0.07217092945
291	0.07215398083
292	0.07212380557
293	0.07192104194
294	0.07187329115
295	0.07177414572
296	0.07174659017
297	0.07171894052
298	0.07166577778
299	0.07160551254
300	0.0715181053
301	0.07142132411
302	0.07139580044
303	0.07135105768
304	0.07125205596
305	0.07115895115
306	0.07107356254
307	0.07102926388
308	0.07096829763
309	0.07082372977
310	0.07068469813
311	0.07057014752
312	0.07050574626
313	0.07036006946
314	0.07023896987
315	0.07019823227
316	0.07010961463
317	0.06998200037
318	0.06989746173
319	0.06981371059
320	0.06979553173
321	0.06971392547
322	0.06955760441
323	0.06951815414
324	0.06949895262
325	0.0694277498
326	0.06940532097
327	0.06932162489
328	0.06928443037
329	0.06919167946
330	0.06917523516
331	0.0690561334
332	0.06904010953
333	0.06894245056
334	0.06889132207
335	0.06878658352
336	0.06849565189
337	0.06847844164
338	0.06846623197
339	0.0684496057
340	0.06843443795
341	0.06840925476
342	0.06839773405
343	0.06836875839
344	0.06835748108
345	0.06833446939
346	0.06829875626
347	0.06815532442
348	0.06781860825
349	0.06776994498
350	0.06772357518
351	0.067589057
352	0.06754323826
353	0.06752944156
354	0.06722014738
355	0.06709958933
356	0.06705853708
357	0.06685456239
358	0.06673134367
359	0.06643118852
360	0.0664157927
361	0.06618284739
362	0.06590322258
363	0.06585929276
364	0.06584704506
365	0.06559415127
366	0.0655695321
367	0.06554107485
368	0.06552933834
369	0.06542713783
370	0.06539919237
371	0.06521019567
372	0.06513815041
373	0.06494480373
374	0.06483365858
375	0.06475931072
376	0.06470037966
377	0.06463249458
378	0.06451231915
379	0.06443722154
380	0.06439874937
381	0.06427197551
382	0.06415360866
383	0.06398048193
384	0.06393510955
385	0.06389013351
386	0.0638471517
387	0.06378789616
388	0.06373791819
389	0.06368092812
390	0.06366000384
391	0.0636395975
392	0.06361961696
393	0.06360320768
394	0.06352751804
395	0.06348913605
396	0.06326336109
397	0.063248104
398	0.06319000713
399	0.06317080323
400	0.06315206833
401	0.06313410982
402	0.06309593121
403	0.06288524075
404	0.06266823558
405	0.06265582514
406	0.06258245003
407	0.0625212255
408	0.06244862486
409	0.06241214957
410	0.0623756209
411	0.0622274249
412	0.06220506299
413	0.06218722394
414	0.06209896598
415	0.06206740769
416	0.06196190582
417	0.0617611167
418	0.06173880244
419	0.06168466196
420	0.06156174597
421	0.06154620225
422	0.06152624791
423	0.06147004914
424	0.06138615825
425	0.06119822777
426	0.0611771057
427	0.06115606312
428	0.06113174081
429	0.06106427176
430	0.06104933741
431	0.06102881406
432	0.06092723247
433	0.06090861333
434	0.06088999533
435	0.06072534284
436	0.06066200336
437	0.06046559824
438	0.06044450841
439	0.06042661188
440	0.06041186498
441	0.06032466031
442	0.0603034485
443	0.0602761852
444	0.0602465235
445	0.06023154764
446	0.06017557859
447	0.06012799395
448	0.06001653073
449	0.06000193133
450	0.05998481208
451	0.05989860293
452	0.05987831023
453	0.05970338536
454	0.05968747945
455	0.05957937233
456	0.05956291921
457	0.05954867521
458	0.05952878508
459	0.05950942495
460	0.05949546222
461	0.05930824898
462	0.0591959729
463	0.05913755677
464	0.05910523559
465	0.05905099092
466	0.05898726827
467	0.05894633969
468	0.05891416265
469	0.05888219895
470	0.05883607867
471	0.05880495375
472	0.05878309307
473	0.05867704883
474	0.05864624031
475	0.05862496718
476	0.05860780442
477	0.05859108579
478	0.05852109329
479	0.05850487762
480	0.0584911461
481	0.05832194583
482	0.05830649109
483	0.05829311798
484	0.05826376117
485	0.05820882406
486	0.05814769714
487	0.05811409335
488	0.058080891
489	0.05806874071
490	0.05801818154
491	0.05785679641
492	0.05782081316
493	0.05780795468
494	0.05777829162
495	0.05767476196
496	0.05761773466
497	0.05746415375
498	0.05738135509
499	0.05736909274
500	0.05736208548
501	0.05734491258
502	0.05731662256
503	0.0572580878
504	0.05722491967
505	0.05718445852
506	0.05705454813
507	0.05703780061
508	0.05700796992
509	0.05697722868
510	0.05693919311
511	0.05691154127
512	0.0568744899
513	0.05683841922
514	0.05682227984
515	0.05658053591
516	0.05650991629
517	0.05649798982
518	0.05635348659
519	0.05633841591
520	0.05628529302
521	0.05610521651
522	0.05609116676
523	0.05606368242
524	0.0560269027
525	0.05597644917
526	0.05596612056
527	0.05591128607
528	0.05586659655
529	0.05583160178
530	0.05570663328
531	0.055668373
532	0.05564232762
533	0.05559337383
534	0.05557433412
535	0.055548874
536	0.055488129
537	0.05547327801
538	0.05520570571
539	0.05519365747
540	0.05499409153
541	0.05480264958
542	0.05468675641
543	0.05454082116
544	0.05451776921
545	0.05448777101
546	0.0543775416
547	0.05436023132
548	0.05431119818
549	0.05428350613
550	0.05426013305
551	0.05421810106
552	0.05419565572
553	0.05409133948
554	0.05399025262
555	0.0539505719
556	0.05392973996
557	0.05392085596
558	0.05377917687
559	0.0537704691
560	0.0537079837
561	0.0536599002
562	0.05365139259
563	0.05359299166
564	0.05354055375
565	0.05341239633
566	0.05336625547
567	0.05330632758
568	0.05330041737
569	0.05317208806
570	0.05312946516
571	0.05312224643
572	0.05305813071
573	0.05300883755
574	0.05296860357
575	0.0529324857
576	0.05289727473
577	0.05288295483
578	0.05284300933
579	0.05283609976
580	0.05278094499
581	0.05274618492
582	0.05272520176
583	0.05271747109
584	0.05270992571
585	0.05270361495
586	0.05269114298
587	0.05268396801
588	0.05266041468
589	0.05263581661
590	0.05259104391
591	0.05238061322
592	0.05233930735
593	0.05232436605
594	0.05231740979
595	0.05229513452
596	0.05225049757
597	0.05222762145
598	0.05220594617
599	0.05219391198
600	0.05218021424
601	0.05215416916
602	0.05207844274
603	0.05206578611
604	0.05205906576
605	0.05204762318
606	0.0519875795
607	0.0519440863
608	0.05189749201
609	0.0518910529
610	0.05185933783
611	0.05177453127
612	0.05175569295
613	0.05174486171
614	0.0517210359
615	0.05165977461
616	0.05151642456
617	0.05144757968
618	0.05139407005
619	0.05135887038
620	0.05120489167
621	0.0511929448
622	0.05117133495
623	0.05114632304
624	0.05100283974
625	0.05098007059
626	0.05096136442
627	0.05090208142
628	0.0508583384
629	0.0508176177
630	0.05076829792
631	0.05074224494
632	0.05070900449
633	0.05064640894
634	0.05062646963
635	0.05061958649
636	0.05059293537
637	0.05056785485
638	0.0504734029
639	0.05042283945
640	0.05032261904
641	0.05029479037
642	0.05026568001
643	0.0501688936
644	0.05014006384
645	0.05011743401
646	0.05006238901
647	0.04986364596
648	0.04978063795
649	0.04968154334
650	0.04967495855
651	0.04959587017
652	0.04956519392
653	0.04953788238
654	0.04948197453
655	0.04940864077
656	0.04938148364
657	0.04922947554
658	0.04918901576
659	0.04901477155
660	0.04891227191
661	0.04885187303
662	0.04882494013
663	0.04875197077
664	0.04874495733
665	0.04862530793
666	0.04862175572
667	0.04859637345
668	0.04856551075
669	0.04854167894
670	0.04851853629
671	0.04848824149
672	0.04844397253
673	0.04824915858
674	0.04808792098
675	0.04803195735
676	0.04800275247
677	0.0479781363
678	0.04795419409
679	0.04792921274
680	0.04791094344
681	0.04773772966
682	0.04765171616
683	0.04760910838
684	0.04757081292
685	0.04754730023
686	0.04752874792
687	0.04750531371
688	0.04746669583
689	0.04729640195
690	0.04726273087
691	0.04722552084
692	0.04720859893
693	0.04715830906
694	0.04713566637
695	0.04710599846
696	0.04707271383
697	0.04706703256
698	0.04706151182
699	0.04703386274
700	0.04701798685
701	0.04699313849
702	0.04691131711
703	0.04682443057
704	0.04678635727
705	0.04676704772
706	0.04667458345
707	0.04650158994
708	0.04643558672
709	0.04640875266
710	0.04635878175
711	0.04630525138
712	0.04629826051
713	0.04626236571
714	0.04623933081
715	0.04620768457
716	0.04617544367
717	0.04615312124
718	0.04613030615
719	0.04612362662
720	0.04610290929
721	0.04606824535
722	0.04606525552
723	0.04604602512
724	0.04601572097
725	0.04592863894
726	0.04590386811
727	0.04588400433
728	0.04585239578
729	0.04582360087
730	0.04574734213
731	0.04572534633
732	0.04570765238
733	0.04567700508
734	0.04565496595
735	0.04563365755
736	0.04561218804
737	0.04560621045
738	0.04551383958
739	0.04549507141
740	0.04549034318
741	0.04547042282
742	0.0454496625
743	0.04542007963
744	0.04539994841
745	0.04537026989
746	0.04527952158
747	0.04515100963
748	0.04514645244
749	0.04510173875
750	0.04502280722
751	0.0449482799
752	0.0449325759
753	0.04492065482
754	0.04488393584
755	0.04486447908
756	0.04470594806
757	0.04466744984
758	0.04451441522
759	0.0444567913
760	0.04440988693
761	0.04437147192
762	0.04429966722
763	0.04421241003
764	0.04418411663
765	0.04415562445
766	0.04412334673
767	0.04409099356
768	0.04401624942
769	0.04399750498
770	0.04396926812
771	0.043940178
772	0.0439219771
773	0.04388764465
774	0.04384343046
775	0.04381327974
776	0.04376737256
777	0.0437366028
778	0.04370214542
779	0.04369451011
780	0.04366953199
781	0.04366220605
782	0.04362909437
783	0.04359975777
784	0.04357196944
785	0.04355616745
786	0.04348781482
787	0.04348572927
788	0.04345120538
789	0.04343219973
790	0.04342004384
791	0.04338691653
792	0.04336875495
793	0.04332934566
794	0.04318086202
795	0.04316317393
796	0.04302694456
797	0.04296084074
798	0.04293473609
799	0.04289717593
800	0.04286125094
801	0.04282038173
802	0.04279534177
803	0.04272720285
804	0.04269583867
805	0.04267178455
806	0.04259687325
807	0.04255654943
808	0.04250412131
809	0.04248478915
810	0.04247046393
811	0.04245558835
812	0.04244467862
813	0.04242724937
814	0.04238833693
815	0.04234492913
816	0.04231246262
817	0.04224805772
818	0.04217148163
819	0.04215746764
820	0.04209361081
821	0.04202641684
822	0.04201183613
823	0.04199764508
824	0.04196130348
825	0.04190090492
826	0.04187794636
827	0.04184310961
828	0.0418238689
829	0.04171207969
830	0.04167470423
831	0.04164756863
832	0.04161048356
833	0.04159323633
834	0.04153633823
835	0.04148778779
836	0.04140542731
837	0.04133741957
838	0.04133006427
839	0.0413133171
840	0.04124504919
841	0.04121548385
842	0.04119345258
843	0.04116589109
844	0.04112465207
845	0.04111349901
846	0.04104794261
847	0.04103471041
848	0.04099268639
849	0.0409477396
850	0.04093062329
851	0.04088016254
852	0.04085729297
853	0.04084407505
854	0.04082033408
855	0.04078081441
856	0.0407490453
857	0.04069971599
858	0.04067139763
859	0.04065515391
860	0.04059722927
861	0.0405580556
862	0.04054520991
863	0.04052478155
864	0.04049382436
865	0.04046747114
866	0.04042422524
867	0.04040849325
868	0.04039368386
869	0.04036449361
870	0.04034917414
871	0.04032230108
872	0.0402896708
873	0.0402856701
874	0.04027223439
875	0.0402155702
876	0.04019617085
877	0.04018600975
878	0.04015293872
879	0.0400843665
880	0.04005374036
881	0.04002333041
882	0.04000854092
883	0.03984164354
884	0.03982723935
885	0.03977044893
886	0.03973613719
887	0.03972616215
888	0.03968861067
889	0.0396390789
890	0.0396335425
891	0.0396049226
892	0.03945937653
893	0.03931136096
894	0.03929130801
895	0.03919666603
896	0.03917472008
897	0.03909685666
898	0.03908623569
899	0.03907339836
900	0.03895961968
901	0.03895329163
902	0.03890665267
903	0.03888798623
904	0.03888127308
905	0.03884784534
906	0.03883414824
907	0.0388120482
908	0.03875585876
909	0.03874310231
910	0.03872284583
911	0.0387153099
912	0.03870712405
913	0.03868682635
914	0.03867432727
915	0.03866921741
916	0.03863296747
917	0.03860110472
918	0.03852212863
919	0.03849401361
920	0.03828139895
921	0.03822373268
922	0.03820546307
923	0.03819414412
924	0.03817107442
925	0.03816004154
926	0.0381340194
927	0.03811711539
928	0.03809418085
929	0.03804658894
930	0.03799509777
931	0.03795219348
932	0.03794143389
933	0.03786352116
934	0.03779090637
935	0.03776604095
936	0.03773333889
937	0.03772657597
938	0.03770725994
939	0.03770252958
940	0.03769705185
941	0.03749946152
942	0.03745346903
943	0.03743435629
944	0.03742706162
945	0.03740999266
946	0.03737722349
947	0.03734480144
948	0.03732441267
949	0.03731647725
950	0.03727527092
951	0.0372617326
952	0.0372265451
953	0.03717178185
954	0.03715363134
955	0.03714071526
956	0.03707507085
957	0.0370576788
958	0.03704170242
959	0.03701245441
960	0.03698493209
961	0.03694011378
962	0.0369211799
963	0.03685486569
964	0.03683465162
965	0.03682487037
966	0.03680286177
967	0.03674282487
968	0.03673237999
969	0.036674532
970	0.03663710405
971	0.03657197221
972	0.03655259424
973	0.03653030893
974	0.03650281656
975	0.03636894919
976	0.03618333628
977	0.03616027785
978	0.03613593096
979	0.03607269175
980	0.03605891592
981	0.0360478065
982	0.03602189388
983	0.03599266582
984	0.03592086393
985	0.03586354093
986	0.03582279958
987	0.03581403091
988	0.03574735487
989	0.03574020861
990	0.03568870641
991	0.03566554017
992	0.0356342128
993	0.03560168405
994	0.03558050681
995	0.0355668969
996	0.0355288803
997	0.03549883925
998	0.03546599435
999	0.03543607434
